classifier,vectorizer,ngram type,ngram range,max_df,min_df,max_f,num_f,scaler,f1-score,type
Logit,Count,Word,Unigrams,1.0,0.2,None,64,L2,0.13854794057227904,Whole
SVM,Count,Word,Unigrams,1.0,0.2,None,64,L2,0.18114111755932946,Whole
RandomForest,Count,Word,Unigrams,1.0,0.2,None,64,L2,0.17841186447459378,Whole
kNN,Count,Word,Unigrams,1.0,0.2,1000,64,StandardScaler,0.16208800591377373,Whole
SVM,Count,Word,Unigrams,1.0,0.2,1000,64,StandardScaler,0.13646944203902533,Whole
Logit,Count,Word,Unigrams,1.0,0.2,1000,64,StandardScaler,0.26649158612488194,Whole
RandomForest,Count,Word,Unigrams,1.0,0.2,1000,64,StandardScaler,0.18153943380900203,Whole
kNN,Count,Word,Unigrams,1.0,0.2,1000,64,L1,0.1367952800752064,Whole
Logit,Count,Word,Unigrams,1.0,0.2,1000,64,L1,0.0703998008875726,Whole
SVM,Count,Word,Unigrams,1.0,0.2,1000,64,L1,0.14733032247291636,Whole
RandomForest,Count,Word,Unigrams,1.0,0.2,1000,64,L1,0.19680312886603565,Whole
kNN,Count,Word,Unigrams,1.0,0.2,1000,64,L2,0.13927798603406036,Whole
Logit,Count,Word,Unigrams,1.0,0.2,1000,64,L2,0.13854794057227904,Whole
SVM,Count,Word,Unigrams,1.0,0.2,1000,64,L2,0.18114111755932946,Whole
RandomForest,Count,Word,Unigrams,1.0,0.2,1000,64,L2,0.18900991952389404,Whole
kNN,TfIdf,Char,Bigrams,0.8,0.0,None,247,StandardScaler,0.1330901169579871,Whole
SVM,TfIdf,Char,Bigrams,0.8,0.0,None,247,StandardScaler,0.06656217419234323,Whole
Logit,TfIdf,Char,Bigrams,0.8,0.0,None,247,StandardScaler,0.22330779925363042,Whole
RandomForest,TfIdf,Char,Bigrams,0.8,0.0,None,247,StandardScaler,0.1320123762020313,Whole
kNN,TfIdf,Char,Bigrams,0.8,0.0,None,247,L1,0.05386373690664286,Whole
Logit,TfIdf,Char,Bigrams,0.8,0.0,None,247,L1,0.03254437869822485,Whole
SVM,TfIdf,Char,Bigrams,0.8,0.0,None,247,L1,0.12430321118723421,Whole
RandomForest,TfIdf,Char,Bigrams,0.8,0.0,None,247,L1,0.13363621735540043,Whole
kNN,TfIdf,Char,Bigrams,0.8,0.0,None,247,L2,0.08518995066759204,Whole
Logit,TfIdf,Char,Bigrams,0.8,0.0,None,247,L2,0.10646228074625737,Whole
SVM,TfIdf,Char,Bigrams,0.8,0.0,None,247,L2,0.13053323599659702,Whole
RandomForest,TfIdf,Char,Bigrams,0.8,0.0,None,247,L2,0.1195167456464441,Whole
kNN,TfIdf,Char,Bigrams,0.8,0.0,1000,247,StandardScaler,0.1330901169579871,Whole
SVM,TfIdf,Char,Bigrams,0.8,0.0,1000,247,StandardScaler,0.06656217419234323,Whole
Logit,TfIdf,Char,Bigrams,0.8,0.0,1000,247,StandardScaler,0.22330779925363042,Whole
RandomForest,TfIdf,Char,Bigrams,0.8,0.0,1000,247,StandardScaler,0.12730493003687826,Whole
kNN,TfIdf,Char,Bigrams,0.8,0.0,1000,247,L1,0.05386373690664286,Whole
Logit,TfIdf,Char,Bigrams,0.8,0.0,1000,247,L1,0.03254437869822485,Whole
SVM,TfIdf,Char,Bigrams,0.8,0.0,1000,247,L1,0.12430321118723421,Whole
RandomForest,TfIdf,Char,Bigrams,0.8,0.0,1000,247,L1,0.13777248083345525,Whole
kNN,TfIdf,Char,Bigrams,0.8,0.0,1000,247,L2,0.08518995066759204,Whole
Logit,TfIdf,Char,Bigrams,0.8,0.0,1000,247,L2,0.10646228074625737,Whole
SVM,TfIdf,Char,Bigrams,0.8,0.0,1000,247,L2,0.13053323599659702,Whole
RandomForest,TfIdf,Char,Bigrams,0.8,0.0,1000,247,L2,0.13704457377296597,Whole
kNN,TfIdf,Char,Bigrams,0.8,0.1,None,155,StandardScaler,0.14291749657215325,Whole
SVM,TfIdf,Char,Bigrams,0.8,0.1,None,155,StandardScaler,0.09813241123003004,Whole
Logit,TfIdf,Char,Bigrams,0.8,0.1,None,155,StandardScaler,0.22405051121144162,Whole
RandomForest,TfIdf,Char,Bigrams,0.8,0.1,None,155,StandardScaler,0.14119375307705426,Whole
kNN,TfIdf,Char,Bigrams,0.8,0.1,None,155,L1,0.0580901750884672,Whole
Logit,TfIdf,Char,Bigrams,0.8,0.1,None,155,L1,0.03254437869822485,Whole
SVM,TfIdf,Char,Bigrams,0.8,0.1,None,155,L1,0.12634127039110551,Whole
RandomForest,TfIdf,Char,Bigrams,0.8,0.1,None,155,L1,0.13824944799253444,Whole
kNN,TfIdf,Char,Bigrams,0.8,0.1,None,155,L2,0.08183079419689877,Whole
Logit,TfIdf,Char,Bigrams,0.8,0.1,None,155,L2,0.09941426076366877,Whole
SVM,TfIdf,Char,Bigrams,0.8,0.1,None,155,L2,0.13217329066680084,Whole
RandomForest,TfIdf,Char,Bigrams,0.8,0.1,None,155,L2,0.13185431276863963,Whole
kNN,TfIdf,Char,Bigrams,0.8,0.1,1000,155,StandardScaler,0.14291749657215325,Whole
SVM,TfIdf,Char,Bigrams,0.8,0.1,1000,155,StandardScaler,0.09813241123003004,Whole
Logit,TfIdf,Char,Bigrams,0.8,0.1,1000,155,StandardScaler,0.22405051121144162,Whole
RandomForest,TfIdf,Char,Bigrams,0.8,0.1,1000,155,StandardScaler,0.1307555152696149,Whole
kNN,TfIdf,Char,Bigrams,0.8,0.1,1000,155,L1,0.0580901750884672,Whole
Logit,TfIdf,Char,Bigrams,0.8,0.1,1000,155,L1,0.03254437869822485,Whole
SVM,TfIdf,Char,Bigrams,0.8,0.1,1000,155,L1,0.12634127039110551,Whole
RandomForest,TfIdf,Char,Bigrams,0.8,0.1,1000,155,L1,0.13368096011539346,Whole
kNN,TfIdf,Char,Bigrams,0.8,0.1,1000,155,L2,0.08183079419689877,Whole
Logit,TfIdf,Char,Bigrams,0.8,0.1,1000,155,L2,0.09941426076366877,Whole
SVM,TfIdf,Char,Bigrams,0.8,0.1,1000,155,L2,0.13217329066680084,Whole
RandomForest,TfIdf,Char,Bigrams,0.8,0.1,1000,155,L2,0.13076889319704418,Whole
kNN,TfIdf,Char,Bigrams,0.8,0.2,None,132,StandardScaler,0.14446895415568992,Whole
SVM,TfIdf,Char,Bigrams,0.8,0.2,None,132,StandardScaler,0.09366710599236765,Whole
Logit,TfIdf,Char,Bigrams,0.8,0.2,None,132,StandardScaler,0.21740075014855528,Whole
RandomForest,TfIdf,Char,Bigrams,0.8,0.2,None,132,StandardScaler,0.1292749547004701,Whole
kNN,TfIdf,Char,Bigrams,0.8,0.2,None,132,L1,0.06313178174425227,Whole
Logit,TfIdf,Char,Bigrams,0.8,0.2,None,132,L1,0.03254437869822485,Whole
SVM,TfIdf,Char,Bigrams,0.8,0.2,None,132,L1,0.12513899821669372,Whole
RandomForest,TfIdf,Char,Bigrams,0.8,0.2,None,132,L1,0.13854005524301485,Whole
kNN,TfIdf,Char,Bigrams,0.8,0.2,None,132,L2,0.07961030672282729,Whole
Logit,TfIdf,Char,Bigrams,0.8,0.2,None,132,L2,0.09034785271903266,Whole
SVM,TfIdf,Char,Bigrams,0.8,0.2,None,132,L2,0.1326209714806929,Whole
RandomForest,TfIdf,Char,Bigrams,0.8,0.2,None,132,L2,0.12586869585944438,Whole
kNN,TfIdf,Char,Bigrams,0.8,0.2,1000,132,StandardScaler,0.14446895415568992,Whole
SVM,TfIdf,Char,Bigrams,0.8,0.2,1000,132,StandardScaler,0.09366710599236765,Whole
Logit,TfIdf,Char,Bigrams,0.8,0.2,1000,132,StandardScaler,0.21740075014855528,Whole
RandomForest,TfIdf,Char,Bigrams,0.8,0.2,1000,132,StandardScaler,0.13726088530182287,Whole
kNN,TfIdf,Char,Bigrams,0.8,0.2,1000,132,L1,0.06313178174425227,Whole
Logit,TfIdf,Char,Bigrams,0.8,0.2,1000,132,L1,0.03254437869822485,Whole
SVM,TfIdf,Char,Bigrams,0.8,0.2,1000,132,L1,0.12513899821669372,Whole
RandomForest,TfIdf,Char,Bigrams,0.8,0.2,1000,132,L1,0.12786001250310075,Whole
kNN,TfIdf,Char,Bigrams,0.8,0.2,1000,132,L2,0.07961030672282729,Whole
Logit,TfIdf,Char,Bigrams,0.8,0.2,1000,132,L2,0.09034785271903266,Whole
SVM,TfIdf,Char,Bigrams,0.8,0.2,1000,132,L2,0.1326209714806929,Whole
RandomForest,TfIdf,Char,Bigrams,0.8,0.2,1000,132,L2,0.1324290362660547,Whole
kNN,TfIdf,Char,Bigrams,0.9,0.0,None,285,StandardScaler,0.16262366072821027,Whole
SVM,TfIdf,Char,Bigrams,0.9,0.0,None,285,StandardScaler,0.07082427603811015,Whole
Logit,TfIdf,Char,Bigrams,0.9,0.0,None,285,StandardScaler,0.24749157597280114,Whole
RandomForest,TfIdf,Char,Bigrams,0.9,0.0,None,285,StandardScaler,0.1475147829868374,Whole
kNN,TfIdf,Char,Bigrams,0.9,0.0,None,285,L1,0.06788949196775564,Whole
Logit,TfIdf,Char,Bigrams,0.9,0.0,None,285,L1,0.03254437869822485,Whole
SVM,TfIdf,Char,Bigrams,0.9,0.0,None,285,L1,0.1415146709180756,Whole
RandomForest,TfIdf,Char,Bigrams,0.9,0.0,None,285,L1,0.13641688488931872,Whole
kNN,TfIdf,Char,Bigrams,0.9,0.0,None,285,L2,0.07703017552777415,Whole
Logit,TfIdf,Char,Bigrams,0.9,0.0,None,285,L2,0.08593433991457318,Whole
SVM,TfIdf,Char,Bigrams,0.9,0.0,None,285,L2,0.13827910595579287,Whole
RandomForest,TfIdf,Char,Bigrams,0.9,0.0,None,285,L2,0.12701973301926592,Whole
kNN,TfIdf,Char,Bigrams,0.9,0.0,1000,285,StandardScaler,0.16262366072821027,Whole
SVM,TfIdf,Char,Bigrams,0.9,0.0,1000,285,StandardScaler,0.07082427603811015,Whole
Logit,TfIdf,Char,Bigrams,0.9,0.0,1000,285,StandardScaler,0.24749157597280114,Whole
RandomForest,TfIdf,Char,Bigrams,0.9,0.0,1000,285,StandardScaler,0.14798629959650664,Whole
kNN,TfIdf,Char,Bigrams,0.9,0.0,1000,285,L1,0.06788949196775564,Whole
Logit,TfIdf,Char,Bigrams,0.9,0.0,1000,285,L1,0.03254437869822485,Whole
SVM,TfIdf,Char,Bigrams,0.9,0.0,1000,285,L1,0.1415146709180756,Whole
RandomForest,TfIdf,Char,Bigrams,0.9,0.0,1000,285,L1,0.1434609507786148,Whole
kNN,TfIdf,Char,Bigrams,0.9,0.0,1000,285,L2,0.07703017552777415,Whole
Logit,TfIdf,Char,Bigrams,0.9,0.0,1000,285,L2,0.08593433991457318,Whole
SVM,TfIdf,Char,Bigrams,0.9,0.0,1000,285,L2,0.13827910595579287,Whole
RandomForest,TfIdf,Char,Bigrams,0.9,0.0,1000,285,L2,0.13213109166763293,Whole
kNN,TfIdf,Char,Bigrams,0.9,0.1,None,193,StandardScaler,0.14021273236214285,Whole
SVM,TfIdf,Char,Bigrams,0.9,0.1,None,193,StandardScaler,0.09520044060309096,Whole
Logit,TfIdf,Char,Bigrams,0.9,0.1,None,193,StandardScaler,0.23822680709318922,Whole
RandomForest,TfIdf,Char,Bigrams,0.9,0.1,None,193,StandardScaler,0.15131443830432464,Whole
kNN,TfIdf,Char,Bigrams,0.9,0.1,None,193,L1,0.06366868836992151,Whole
Logit,TfIdf,Char,Bigrams,0.9,0.1,None,193,L1,0.03254437869822485,Whole
SVM,TfIdf,Char,Bigrams,0.9,0.1,None,193,L1,0.13670393915713883,Whole
RandomForest,TfIdf,Char,Bigrams,0.9,0.1,None,193,L1,0.1337177064515739,Whole
kNN,TfIdf,Char,Bigrams,0.9,0.1,None,193,L2,0.07653082471285781,Whole
Logit,TfIdf,Char,Bigrams,0.9,0.1,None,193,L2,0.08616805796454043,Whole
SVM,TfIdf,Char,Bigrams,0.9,0.1,None,193,L2,0.13778317518848696,Whole
RandomForest,TfIdf,Char,Bigrams,0.9,0.1,None,193,L2,0.1378289140829273,Whole
kNN,TfIdf,Char,Bigrams,0.9,0.1,1000,193,StandardScaler,0.14021273236214285,Whole
SVM,TfIdf,Char,Bigrams,0.9,0.1,1000,193,StandardScaler,0.09520044060309096,Whole
Logit,TfIdf,Char,Bigrams,0.9,0.1,1000,193,StandardScaler,0.23822680709318922,Whole
RandomForest,TfIdf,Char,Bigrams,0.9,0.1,1000,193,StandardScaler,0.1447247440173102,Whole
kNN,TfIdf,Char,Bigrams,0.9,0.1,1000,193,L1,0.06366868836992151,Whole
Logit,TfIdf,Char,Bigrams,0.9,0.1,1000,193,L1,0.03254437869822485,Whole
SVM,TfIdf,Char,Bigrams,0.9,0.1,1000,193,L1,0.13670393915713883,Whole
RandomForest,TfIdf,Char,Bigrams,0.9,0.1,1000,193,L1,0.13992206202055613,Whole
kNN,TfIdf,Char,Bigrams,0.9,0.1,1000,193,L2,0.07653082471285781,Whole
Logit,TfIdf,Char,Bigrams,0.9,0.1,1000,193,L2,0.08616805796454043,Whole
SVM,TfIdf,Char,Bigrams,0.9,0.1,1000,193,L2,0.13778317518848696,Whole
RandomForest,TfIdf,Char,Bigrams,0.9,0.1,1000,193,L2,0.13625791478668875,Whole
kNN,TfIdf,Char,Bigrams,0.9,0.2,None,170,StandardScaler,0.17055867666808341,Whole
SVM,TfIdf,Char,Bigrams,0.9,0.2,None,170,StandardScaler,0.09002934196131644,Whole
Logit,TfIdf,Char,Bigrams,0.9,0.2,None,170,StandardScaler,0.23753017701750134,Whole
RandomForest,TfIdf,Char,Bigrams,0.9,0.2,None,170,StandardScaler,0.16414621133813231,Whole
kNN,TfIdf,Char,Bigrams,0.9,0.2,None,170,L1,0.06616843360585443,Whole
Logit,TfIdf,Char,Bigrams,0.9,0.2,None,170,L1,0.03254437869822485,Whole
SVM,TfIdf,Char,Bigrams,0.9,0.2,None,170,L1,0.13928916288757956,Whole
RandomForest,TfIdf,Char,Bigrams,0.9,0.2,None,170,L1,0.12329437875935867,Whole
kNN,TfIdf,Char,Bigrams,0.9,0.2,None,170,L2,0.07641143619817449,Whole
Logit,TfIdf,Char,Bigrams,0.9,0.2,None,170,L2,0.08495927050325515,Whole
SVM,TfIdf,Char,Bigrams,0.9,0.2,None,170,L2,0.14061503094738337,Whole
RandomForest,TfIdf,Char,Bigrams,0.9,0.2,None,170,L2,0.14153573932714972,Whole
kNN,TfIdf,Char,Bigrams,0.9,0.2,1000,170,StandardScaler,0.17055867666808341,Whole
SVM,TfIdf,Char,Bigrams,0.9,0.2,1000,170,StandardScaler,0.09002934196131644,Whole
Logit,TfIdf,Char,Bigrams,0.9,0.2,1000,170,StandardScaler,0.23753017701750134,Whole
RandomForest,TfIdf,Char,Bigrams,0.9,0.2,1000,170,StandardScaler,0.16267484940440055,Whole
kNN,TfIdf,Char,Bigrams,0.9,0.2,1000,170,L1,0.06616843360585443,Whole
Logit,TfIdf,Char,Bigrams,0.9,0.2,1000,170,L1,0.03254437869822485,Whole
SVM,TfIdf,Char,Bigrams,0.9,0.2,1000,170,L1,0.13928916288757956,Whole
RandomForest,TfIdf,Char,Bigrams,0.9,0.2,1000,170,L1,0.1344361863599465,Whole
kNN,TfIdf,Char,Bigrams,0.9,0.2,1000,170,L2,0.07641143619817449,Whole
Logit,TfIdf,Char,Bigrams,0.9,0.2,1000,170,L2,0.08495927050325515,Whole
SVM,TfIdf,Char,Bigrams,0.9,0.2,1000,170,L2,0.14061503094738337,Whole
RandomForest,TfIdf,Char,Bigrams,0.9,0.2,1000,170,L2,0.13049521878310905,Whole
kNN,TfIdf,Char,Bigrams,1.0,0.0,None,342,StandardScaler,0.15030338809409774,Whole
SVM,TfIdf,Char,Bigrams,1.0,0.0,None,342,StandardScaler,0.07270514029146243,Whole
Logit,TfIdf,Char,Bigrams,1.0,0.0,None,342,StandardScaler,0.2649368505602617,Whole
RandomForest,TfIdf,Char,Bigrams,1.0,0.0,None,342,StandardScaler,0.16685090200800756,Whole
kNN,TfIdf,Char,Bigrams,1.0,0.0,None,342,L1,0.07498017555165985,Whole
Logit,TfIdf,Char,Bigrams,1.0,0.0,None,342,L1,0.03254437869822485,Whole
SVM,TfIdf,Char,Bigrams,1.0,0.0,None,342,L1,0.10491786421947506,Whole
RandomForest,TfIdf,Char,Bigrams,1.0,0.0,None,342,L1,0.1352668084663798,Whole
kNN,TfIdf,Char,Bigrams,1.0,0.0,None,342,L2,0.07484664734971569,Whole
SVM,TfIdf,Char,Bigrams,1.0,0.0,None,342,L2,0.14008779797352153,Whole
Logit,TfIdf,Char,Bigrams,1.0,0.0,None,342,L2,0.08639903117258048,Whole
RandomForest,TfIdf,Char,Bigrams,1.0,0.0,None,342,L2,0.1377216845370791,Whole
kNN,TfIdf,Char,Bigrams,1.0,0.0,1000,342,StandardScaler,0.15030338809409774,Whole
SVM,TfIdf,Char,Bigrams,1.0,0.0,1000,342,StandardScaler,0.07270514029146243,Whole
Logit,TfIdf,Char,Bigrams,1.0,0.0,1000,342,StandardScaler,0.2649368505602617,Whole
RandomForest,TfIdf,Char,Bigrams,1.0,0.0,1000,342,StandardScaler,0.17264917406283917,Whole
kNN,TfIdf,Char,Bigrams,1.0,0.0,1000,342,L1,0.07498017555165985,Whole
Logit,TfIdf,Char,Bigrams,1.0,0.0,1000,342,L1,0.03254437869822485,Whole
SVM,TfIdf,Char,Bigrams,1.0,0.0,1000,342,L1,0.10491786421947506,Whole
RandomForest,TfIdf,Char,Bigrams,1.0,0.0,1000,342,L1,0.14997856969127588,Whole
kNN,TfIdf,Char,Bigrams,1.0,0.0,1000,342,L2,0.07484664734971569,Whole
SVM,TfIdf,Char,Bigrams,1.0,0.0,1000,342,L2,0.14008779797352153,Whole
Logit,TfIdf,Char,Bigrams,1.0,0.0,1000,342,L2,0.08639903117258048,Whole
RandomForest,TfIdf,Char,Bigrams,1.0,0.0,1000,342,L2,0.13940091889668016,Whole
kNN,TfIdf,Char,Bigrams,1.0,0.1,None,250,StandardScaler,0.16205658844451717,Whole
SVM,TfIdf,Char,Bigrams,1.0,0.1,None,250,StandardScaler,0.09717818450439926,Whole
Logit,TfIdf,Char,Bigrams,1.0,0.1,None,250,StandardScaler,0.2635906266808535,Whole
RandomForest,TfIdf,Char,Bigrams,1.0,0.1,None,250,StandardScaler,0.1700776468558113,Whole
kNN,TfIdf,Char,Bigrams,1.0,0.1,None,250,L1,0.0735690248511338,Whole
Logit,TfIdf,Char,Bigrams,1.0,0.1,None,250,L1,0.03254437869822485,Whole
SVM,TfIdf,Char,Bigrams,1.0,0.1,None,250,L1,0.14322101590417044,Whole
RandomForest,TfIdf,Char,Bigrams,1.0,0.1,None,250,L1,0.13893409482826374,Whole
kNN,TfIdf,Char,Bigrams,1.0,0.1,None,250,L2,0.07692811871103017,Whole
Logit,TfIdf,Char,Bigrams,1.0,0.1,None,250,L2,0.08643574968984884,Whole
SVM,TfIdf,Char,Bigrams,1.0,0.1,None,250,L2,0.14480215962963586,Whole
RandomForest,TfIdf,Char,Bigrams,1.0,0.1,None,250,L2,0.15236193341346646,Whole
kNN,TfIdf,Char,Bigrams,1.0,0.1,1000,250,StandardScaler,0.16205658844451717,Whole
SVM,TfIdf,Char,Bigrams,1.0,0.1,1000,250,StandardScaler,0.09717818450439926,Whole
Logit,TfIdf,Char,Bigrams,1.0,0.1,1000,250,StandardScaler,0.2635906266808535,Whole
RandomForest,TfIdf,Char,Bigrams,1.0,0.1,1000,250,StandardScaler,0.18549162631704985,Whole
kNN,TfIdf,Char,Bigrams,1.0,0.1,1000,250,L1,0.0735690248511338,Whole
Logit,TfIdf,Char,Bigrams,1.0,0.1,1000,250,L1,0.03254437869822485,Whole
SVM,TfIdf,Char,Bigrams,1.0,0.1,1000,250,L1,0.14322101590417044,Whole
RandomForest,TfIdf,Char,Bigrams,1.0,0.1,1000,250,L1,0.13464588413637604,Whole
kNN,TfIdf,Char,Bigrams,1.0,0.1,1000,250,L2,0.07692811871103017,Whole
Logit,TfIdf,Char,Bigrams,1.0,0.1,1000,250,L2,0.08643574968984884,Whole
SVM,TfIdf,Char,Bigrams,1.0,0.1,1000,250,L2,0.14480215962963586,Whole
RandomForest,TfIdf,Char,Bigrams,1.0,0.1,1000,250,L2,0.12871684191976285,Whole
kNN,TfIdf,Char,Bigrams,1.0,0.2,None,227,StandardScaler,0.20206457752168358,Whole
SVM,TfIdf,Char,Bigrams,1.0,0.2,None,227,StandardScaler,0.09334582273031078,Whole
Logit,TfIdf,Char,Bigrams,1.0,0.2,None,227,StandardScaler,0.2561297162091063,Whole
RandomForest,TfIdf,Char,Bigrams,1.0,0.2,None,227,StandardScaler,0.18024573972901967,Whole
kNN,TfIdf,Char,Bigrams,1.0,0.2,None,227,L1,0.0747462217908764,Whole
Logit,TfIdf,Char,Bigrams,1.0,0.2,None,227,L1,0.03254437869822485,Whole
SVM,TfIdf,Char,Bigrams,1.0,0.2,None,227,L1,0.1450762030571934,Whole
RandomForest,TfIdf,Char,Bigrams,1.0,0.2,None,227,L1,0.14167262999432886,Whole
kNN,TfIdf,Char,Bigrams,1.0,0.2,None,227,L2,0.07757801608337465,Whole
Logit,TfIdf,Char,Bigrams,1.0,0.2,None,227,L2,0.08635778398565912,Whole
SVM,TfIdf,Char,Bigrams,1.0,0.2,None,227,L2,0.1451437739432567,Whole
RandomForest,TfIdf,Char,Bigrams,1.0,0.2,None,227,L2,0.14015034213209612,Whole
kNN,TfIdf,Char,Bigrams,1.0,0.2,1000,227,StandardScaler,0.20206457752168358,Whole
SVM,TfIdf,Char,Bigrams,1.0,0.2,1000,227,StandardScaler,0.09334582273031078,Whole
Logit,TfIdf,Char,Bigrams,1.0,0.2,1000,227,StandardScaler,0.2561297162091063,Whole
RandomForest,TfIdf,Char,Bigrams,1.0,0.2,1000,227,StandardScaler,0.17761443108437017,Whole
kNN,TfIdf,Char,Bigrams,1.0,0.2,1000,227,L1,0.0747462217908764,Whole
Logit,TfIdf,Char,Bigrams,1.0,0.2,1000,227,L1,0.03254437869822485,Whole
SVM,TfIdf,Char,Bigrams,1.0,0.2,1000,227,L1,0.1450762030571934,Whole
RandomForest,TfIdf,Char,Bigrams,1.0,0.2,1000,227,L1,0.1500171589109941,Whole
kNN,TfIdf,Char,Bigrams,1.0,0.2,1000,227,L2,0.07757801608337465,Whole
Logit,TfIdf,Char,Bigrams,1.0,0.2,1000,227,L2,0.08635778398565912,Whole
SVM,TfIdf,Char,Bigrams,1.0,0.2,1000,227,L2,0.1451437739432567,Whole
RandomForest,TfIdf,Char,Bigrams,1.0,0.2,1000,227,L2,0.1478931901128118,Whole
kNN,TfIdf,Char,Trigrams,0.8,0.0,None,3408,StandardScaler,0.06367686358587292,Whole
RandomForest,TfIdf,Char,Trigrams,0.8,0.0,None,3408,StandardScaler,0.15418247081003475,Whole
SVM,TfIdf,Char,Trigrams,0.8,0.0,None,3408,StandardScaler,0.0557482300894149,Whole
Logit,TfIdf,Char,Trigrams,0.8,0.0,None,3408,StandardScaler,0.3214161213471252,Whole
kNN,TfIdf,Char,Trigrams,0.8,0.0,None,3408,L1,0.019925387474512873,Whole
Logit,TfIdf,Char,Trigrams,0.8,0.0,None,3408,L1,0.03254437869822485,Whole
SVM,TfIdf,Char,Trigrams,0.8,0.0,None,3408,L1,0.15421517796562897,Whole
RandomForest,TfIdf,Char,Trigrams,0.8,0.0,None,3408,L1,0.14683989392988886,Whole
kNN,TfIdf,Char,Trigrams,0.8,0.0,None,3408,L2,0.03760587704245547,Whole
SVM,TfIdf,Char,Trigrams,0.8,0.0,None,3408,L2,0.1473217883196929,Whole
RandomForest,TfIdf,Char,Trigrams,0.8,0.0,None,3408,L2,0.15287981278452617,Whole
Logit,TfIdf,Char,Trigrams,0.8,0.0,None,3408,L2,0.10712710557855863,Whole
kNN,TfIdf,Char,Trigrams,0.8,0.0,1000,1000,StandardScaler,0.11519186325589599,Whole
SVM,TfIdf,Char,Trigrams,0.8,0.0,1000,1000,StandardScaler,0.12386647240713716,Whole
RandomForest,TfIdf,Char,Trigrams,0.8,0.0,1000,1000,StandardScaler,0.1420594462260008,Whole
Logit,TfIdf,Char,Trigrams,0.8,0.0,1000,1000,StandardScaler,0.3209591696100051,Whole
kNN,TfIdf,Char,Trigrams,0.8,0.0,1000,1000,L1,0.03016479776067178,Whole
Logit,TfIdf,Char,Trigrams,0.8,0.0,1000,1000,L1,0.03254437869822485,Whole
SVM,TfIdf,Char,Trigrams,0.8,0.0,1000,1000,L1,0.15406015623609012,Whole
RandomForest,TfIdf,Char,Trigrams,0.8,0.0,1000,1000,L1,0.14625978641485926,Whole
kNN,TfIdf,Char,Trigrams,0.8,0.0,1000,1000,L2,0.05897801127836277,Whole
SVM,TfIdf,Char,Trigrams,0.8,0.0,1000,1000,L2,0.14208046101293093,Whole
Logit,TfIdf,Char,Trigrams,0.8,0.0,1000,1000,L2,0.10625525490183448,Whole
RandomForest,TfIdf,Char,Trigrams,0.8,0.0,1000,1000,L2,0.15192233483208525,Whole
kNN,TfIdf,Char,Trigrams,0.8,0.1,None,1345,StandardScaler,0.09259434496996687,Whole
SVM,TfIdf,Char,Trigrams,0.8,0.1,None,1345,StandardScaler,0.12895632646683666,Whole
RandomForest,TfIdf,Char,Trigrams,0.8,0.1,None,1345,StandardScaler,0.1575912661272496,Whole
Logit,TfIdf,Char,Trigrams,0.8,0.1,None,1345,StandardScaler,0.307320363714315,Whole
kNN,TfIdf,Char,Trigrams,0.8,0.1,None,1345,L1,0.02883206178377658,Whole
Logit,TfIdf,Char,Trigrams,0.8,0.1,None,1345,L1,0.03254437869822485,Whole
SVM,TfIdf,Char,Trigrams,0.8,0.1,None,1345,L1,0.15594463243285994,Whole
RandomForest,TfIdf,Char,Trigrams,0.8,0.1,None,1345,L1,0.14557393085834333,Whole
kNN,TfIdf,Char,Trigrams,0.8,0.1,None,1345,L2,0.05028398897826966,Whole
SVM,TfIdf,Char,Trigrams,0.8,0.1,None,1345,L2,0.14531596460743493,Whole
Logit,TfIdf,Char,Trigrams,0.8,0.1,None,1345,L2,0.11210529320315166,Whole
RandomForest,TfIdf,Char,Trigrams,0.8,0.1,None,1345,L2,0.1486859747256641,Whole
kNN,TfIdf,Char,Trigrams,0.8,0.1,1000,1000,StandardScaler,0.11620962606171147,Whole
SVM,TfIdf,Char,Trigrams,0.8,0.1,1000,1000,StandardScaler,0.12412807267485886,Whole
RandomForest,TfIdf,Char,Trigrams,0.8,0.1,1000,1000,StandardScaler,0.1696556976554584,Whole
Logit,TfIdf,Char,Trigrams,0.8,0.1,1000,1000,StandardScaler,0.3202594577040057,Whole
kNN,TfIdf,Char,Trigrams,0.8,0.1,1000,1000,L1,0.031569397605800784,Whole
Logit,TfIdf,Char,Trigrams,0.8,0.1,1000,1000,L1,0.03254437869822485,Whole
SVM,TfIdf,Char,Trigrams,0.8,0.1,1000,1000,L1,0.15368910977031772,Whole
RandomForest,TfIdf,Char,Trigrams,0.8,0.1,1000,1000,L1,0.16186643103708623,Whole
kNN,TfIdf,Char,Trigrams,0.8,0.1,1000,1000,L2,0.05850202572404337,Whole
SVM,TfIdf,Char,Trigrams,0.8,0.1,1000,1000,L2,0.14208046101293093,Whole
Logit,TfIdf,Char,Trigrams,0.8,0.1,1000,1000,L2,0.10598869704571155,Whole
RandomForest,TfIdf,Char,Trigrams,0.8,0.1,1000,1000,L2,0.14536390589886863,Whole
kNN,TfIdf,Char,Trigrams,0.8,0.2,None,722,StandardScaler,0.11473070492191494,Whole
SVM,TfIdf,Char,Trigrams,0.8,0.2,None,722,StandardScaler,0.12824511820099782,Whole
RandomForest,TfIdf,Char,Trigrams,0.8,0.2,None,722,StandardScaler,0.1435488992693277,Whole
